id,description
118063,"Title: Bowl with Floral Decoration. Date: 525-404 B.C.E.. Classification: Vessel. Medium: Bronze, tin."
152733,"Title: The Emperors Akbar, Jahangir, and Shah Jahan with Their Ministers and Prince Dara Shikoh. Date: ca. 1630-1640. Artist: Chitaraman. Classification: Painting. Medium: Opaque watercolor and gold on paper."
152865,Title: Teapot from Raymor Modern Stoneware line. Date: ca. 1952. Designer: Ben Seibel. Classification: Food/Drink. Medium: Glazed earthenware.
155443,"Title: Inkstone with a Design of Plum Blossoms and Inscription by Wu Changshi. Date: 1909. Artist: Wu Changshuo. Classification: Time, Calendar. Medium: Stone relief."
159018,Title: Figure of a Recumbent Dog. Date: early 6th century. Classification: Sculpture. Medium: Gray earthenware with red polychrome.
221,"Title: On the Way between Old and New Cairo, Citadel Mosque of Mohammed Ali, and Tombs of the Mamelukes. Date: 1872. Artist: Louis Comfort Tiffany. Classification: Painting. Medium: Oil on canvas."
301,Title: Union Square. Date: ca. 1879. Artist: Julian Alden Weir. Classification: Painting. Medium: Oil on canvas.
307,Title: Letitia Wilson Jordan. Date: 1888. Artist: Thomas Eakins. Classification: Painting. Medium: Oil on canvas.
360,Title: Martinique Woman. Date: 1928. Artist: Malvina Hoffman. Classification: Sculpture. Medium: Black metamorphic stone.
957,"Title: Four Inca Kings: Tupac Yupanqui, Huayna Capac, Huascar Inca, Atahuallpa. Date: early 19th century. Artist: Unknown. Classification: Painting. Medium: Oil on canvas."
1555,Title: Lake George. Date: 1857. Artist: John William Casilear. Classification: Painting. Medium: Oil on canvas.
1584,Title: Columbus before the Queen. Date: 1843. Artist: Emanuel Leutze. Classification: Painting. Medium: Oil on canvas.
1972,"Title: Bowl. Date: 900-1300 C.E.. Culture: Ancient Pueblo. Classification: Food/Drink. Medium: Ceramic, pigment."
2300,"Title: Mayta Capac, Fourth Inca, 1 of 14 Portraits of Inca Kings. Date: mid-18th century (probably). Artist: Unknown. Classification: Painting. Medium: Oil on canvas."
2302,"Title: Inca Roca, Sixth Inca, 1 of 14 Portraits of Inca Kings. Date: mid-18th century (probably). Artist: Unknown. Classification: Painting. Medium: Oil on canvas."
2308,"Title: Huayna Capac, Twelfth Inca, 1 of 14 Portraits of Inca Kings. Date: mid-18th century (probably). Artist: Unknown. Classification: Painting. Medium: Oil on canvas."
2558,"Title: Mirror. Date: ca. 1928. Maker: Napier. Classification: Cosmetic. Medium: Silver, mirrored glass."
3194,"Title: Kongō-kai Mandara. Date: 14th century. Classification: Painting. Medium: Opaque watercolor, ink and gold on silk."
3203,"Title: Mummy of a Dog. Date: 305 B.C.E.-395 C.E.. Classification: Remains, Human. Medium: Animal remains, linen, pigment."
3345,"Title: Inner Cartonnage of Gautseshenu. Date: ca. 700-650 B.C.E.. Culture: Egyptian. Classification: Funerary Object. Medium: Linen, plaster, pigment, human remains."
3449,Title: Stela of Ramesses II. Date: ca. 1279-1213 B.C.E.. Culture: Nubian. Classification: Sculpture. Medium: Sandstone.
3454,"Title: Pair Statue of Nebsen and Nebet-ta. Date: ca. 1400-1352 B.C.E.. Classification: Sculpture. Medium: Limestone, pigment."
3518,Title: Woman with a Baby Stacking Fruit. Date: ca. 670-650 B.C.E.. Culture: Egyptian. Classification: Sculpture. Medium: Limestone.
3600,Title: Funerary Stela of Intef and Senettekh. Date: ca. 2065-2000 B.C.E.. Classification: Sculpture. Medium: Limestone.
3623,Title: Head from a Female Sphinx. Date: ca. 1876-1842 B.C.E.. Classification: Sculpture. Medium: Chlorite.
3624,"Title: King as Winged Sphinx. Date: ca. 1352-1336 B.C.E.. Classification: Sculpture. Medium: Wood, pigment."
3701,"Title: Royal Lute Player. Date: ca. 1352-1336 B.C.E.. Classification: Sculpture. Medium: Limestone, pigment."
3711,Title: Amulet in Form of Hathor Head Inscribed for Hatshepsut & Senenmut. Date: ca. 1478-1458 B.C.E.. Classification: Accessory. Medium: Carnelian.
3855,Title: Head of Vishnu. Date: 7th century. Classification: Sculpture. Medium: Sandstone.
3885,Title: Dragon Jar. Date: late 19th century. Classification: Ceramic. Medium: Porcelain with cobalt decoration under glaze.
4043,Title: Heart Scarab of Bapu. Date: ca. 1539-1075 B.C.E.. Classification: Accessory. Medium: Jasper.
4146,"Title: Funerary Stela of Thenet. Date: ca. 945-712 B.C.E.. Classification: Funerary Object. Medium: Wood, stucco, pigment."
4155,"Title: Anubis. Date: 664-30 B.C.E.. Classification: Sculpture. Medium: Wood, pigment."
4313,Title: Seated Buddha Shakyamuni. Date: 965 or 1025. Classification: Sculpture. Medium: Gilt bronze.
4741,Title: Medallion Ushak Carpet. Date: first half 16th century. Classification: Textile. Medium: Wool.
4765,"Title: Don Juan Xavier Joachín Gutiérrez Altamirano Velasco, Count of Santiago de Calimaya. Date: ca. 1752. Artist: Miguel Cabrera. Classification: Painting. Medium: Oil on canvas."
4778,Title: Palm Wine Cup (Mbwoongntey). Date: 19th century. Culture: Kuba (Bushoong subgroup). Classification: Food/Drink. Medium: Wood.
4899,"Title: Jug (Mashraba) with Human-Headed Inscription and Zodiac Signs. Date: late 12th-early 13th century. Classification: Vessel. Medium: Copper alloy, engraved, inlaid and overlaid with silver."
37207,"Title: Inlay Profile Head. Date: ca. 1353-1336 B.C.E.. Classification: Sculpture. Medium: Red quartzite, pigment."
56000,Title: Statuette of Aphrodite Anadyomene. Date: late 2nd century B.C.E.. Classification: Sculpture. Medium: Faience.
63510,"Title: Carved and Inlayed Spiral Pipe Stem. Date: early 19th century. Culture: Eastern, Sioux. Classification: Smoking/Drugs. Medium: Ash wood, lead."
65131,Title: Relief with Maize Goddess (Chicomecóatl). Date: 1440-1521. Culture: Aztec. Classification: Sculpture. Medium: Stone.
83162,"Title: Tripod Bowl with Skull. Date: 1000-1500. Culture: Mixteca-Puebla. Classification: Vessel. Medium: Ceramic, pigments."
90656,"Title: Lion, from the El Dorado Carousel, Coney Island, Brooklyn. Date: ca. 1902. Manufacturer: Hugo Haase. Classification: Architectural Element. Medium: Zinc sheeting."
101615,"Title: Bottle. Date: mid-to late 15th century. Classification: Vessel. Medium: Buncheong ware, stoneware with white-slip decoration."
117219,Title: Situla with Religious Scenes in Raised Relief. Date: 305-30 B.C.E.. Classification: Vessel. Medium: Bronze.
117224,Title: Sistrum (Rattle). Date: 332–30 B.C.E.. Classification: Musical Instrument. Medium: Bronze.
123076,"Title: Female Figure. Date: ca. 3650 B.C.E.-3300 B.C.E.. Classification: Sculpture. Medium: Clay, pigment."
184058,Title: Plant Form. Date: ca. 1920-1923. Artist: Robert Laurent. Classification: Sculpture. Medium: Wood on separate wood base.
185791,"Title: Left Foot from an Anthropoid Coffin. Date: 30 B.C.-2nd century C.E.. Classification: Sculpture. Medium: Wood, gesso, pigment."
167,Title: The First Harvest in the Wilderness. Date: 1855. Artist: Asher B. Durand. Classification: Painting. Medium: Oil on canvas.
365,Title: Black Pansy & Forget-Me-Nots (Pansy). Date: 1926. Artist: Georgia O'Keeffe. Classification: Painting. Medium: Oil on canvas.
629,Title: Still Life with Three Castles Tobacco. Date: 1880. Artist: William Michael Harnett. Classification: Painting. Medium: Oil on canvas.
941,Title: Abstraction #2. Date: 1920s. Artist: Warren Wheelock. Classification: Sculpture. Medium: Applewood with darker wood base.
1207,Title: Mug. Date: ca. 1900. Maker: Tiffany Studios. Classification: Vessel. Medium: Opalescent glass.
1391,Title: Cup and Saucer. Date: 1876. Manufacturer: Union Porcelain Works. Classification: Food/Drink. Medium: Porcelain.
1392,Title: Sugar Bowl and Cover. Date: ca. 1876. Manufacturer: Union Porcelain Works. Classification: Food/Drink. Medium: Porcelain.
1393,Title: Cream Pitcher. Date: 1876. Manufacturer: Union Porcelain Works. Classification: Food/Drink. Medium: Porcelain.
1678,"Title: Side Chair. Date: 1904. Designer: Frank Lloyd Wright. Classification: Furniture. Medium: Oak, upholstery."
1695,Title: Pitcher. Date: 1850-1861. Decorator: F. K. M. Kropp. Classification: Ceramic. Medium: Porcelain.
1927,"Title: Correalist Rocker. Date: ca. 1942. Designer: Frederick J Kiesler. Classification: Furniture. Medium: Plywood, linoleum."
1945,"Title: Box. Date: ca. 1914. Maker: Elizabeth E. Copeland. Classification: Container. Medium: Silver, enamel."
2016,Title: Mountain Stream. Date: 1863. Artist: John William Hill. Classification: Watercolor. Medium: Watercolor over graphite on wove paper.
2060,"Title: Tri-symmetric Sculptured Table. Date: ca. 1953. Designer: Vladimir Kagan. Classification: Furniture. Medium: Walnut, glass."
2101,Title: The Mellow Pad. Date: 1945-1951. Artist: Stuart Davis. Classification: Painting. Medium: Oil on canvas.
2151,"Title: ""Silver Streak"" Iron. Date: ca. 1946. Manufacturer: Saunders Corporation. Classification: Tool. Medium: Pyrex glass, metal, cloth and plastic."
2400,"Title: Armchair. Date: ca. 1760. Maker: William Savery. Classification: Furniture. Medium: Walnut, yellow pine, modern upholstery."
2432,Title: Candelabrum. Date: ca. 1853. Manufacturer: Cornelius & Baker. Classification: Light. Medium: Gilded bronze.
2575,Title: Bowl. Date: Designed and made ca. 1955. Designer: Michael Higgins. Classification: Vessel. Medium: Glass.
2586,Title: Medallion. Date: after 1786. Modelled by: William Hackwood. Medium: terracotta on basalt (stoneware).
2940,"Title: Cup. Date: 13th century. Classification: Ceramic. Medium: Ceramic; fritware, painted in black and cobalt blue under a transparent glaze; heavy iridescence; rim and handle repaired."
3344,Title: Sarcophagus Lid for Pa-di-Inpu. Date: ca. 305-30 B.C.E.. Classification: Funerary Object. Medium: Limestone.
3428,Title: Tomb Pillar. Date: 206 B.C.E.-220 C.E.. Classification: Ceramic. Medium: Earthenware.
3429,Title: Lokapala on a Recumbent Bull. Date: 618-906. Classification: Ceramic. Medium: Earthenware with glaze.
3485,"Title: Lady Mi. Date: ca. 1390-1353 B.C.E.. Classification: Sculpture. Medium: Wood, bone?, gold leaf."
3490,Title: Bowl. Date: 960-1127. Classification: Ceramic. Medium: Porcelain with glaze.
3544,"Title: Statue of Nykara and his Family. Date: ca. 2455-2350 B.C.E.. Classification: Sculpture. Medium: Limestone, pigment."
3588,"Title: Tripod Plate. Date: 618-907. Classification: Vessel. Medium: Earthenware, 3 color (sancai) lead glaze."
3607,"Title: Lady Tuty. Date: ca. 1390-1352 B.C.E.. Classification: Sculpture. Medium: Wood, gold leaf."
3616,Title: Monkey. Date: ca. 1336-1327 B.C.E.. Classification: Sculpture. Medium: Ivory.
3635,"Title: King Osorkon I. Date: ca. 924-889 B.C.E.. Classification: Sculpture. Medium: Bronze, gold."
3675,Title: Hedgehog Rattle. Date: ca. 1938-1700 B.C.E.. Classification: Accessory. Medium: Faience.
3712,"Title: Building Scene. Date: ca. 1352-1347 B.C.E.. Classification: Sculpture. Medium: Limestone, pigment."
3728,Title: Relief of Princess Khekeret-nebty. Date: ca. 2415-2350 B.C.E.. Classification: Sculpture. Medium: Limestone.
3735,Title: Hedgehog. Date: ca. 1938-1700 B.C.E.. Classification: Sculpture. Medium: Faience.
3760,"Title: Relief of the Royal Ka. Date: 381-343 B.C.E. or 186-145 B.C.E.. Classification: Sculpture. Medium: Limestone, pigment."
3790,"Title: Head of a Man with Tight, Curly Hair. Date: late 2nd century B.C.E.. Culture: Ancient Near Eastern. Classification: Sculpture. Medium: Marble, ""Bigio Morata""."
3798,Title: Kneeling Statuette of King Necho. Date: ca. 610-595 B.C.E.. Classification: Sculpture. Medium: Bronze.
3803,Title: Amunhotep I in the White Crown. Date: ca. 1525-1504 B.C.E.. Classification: Sculpture. Medium: Limestone.
3819,Title: Head from a Statue of a Lion. Date: ca. 3300-3100 B.C.E.. Classification: Sculpture. Medium: Pegmatite.
3854,Title: Amun-Re or King Amunhotep III. Date: ca. 1403-1365 B.C.E.. Classification: Sculpture. Medium: Quartzite.
3933,"Title: Outer Coffin of Kamwese. Date: ca. 1539-1295 B.C.E.. Classification: Funerary Object. Medium: Wood, pigment."
3947,"Title: Head of an Early Eighteenth Dynasty King. Date: ca. 1539-1493 B.C.E.. Classification: Sculpture. Medium: Sandstone, pigment."
3952,"Title: Cat and Mouse. Date: ca. 1295-1075 B.C.E.. Classification: Document. Medium: Limestone, ink."
3976,Title: Shawabti. Date: ca. 1818-1539 B.C.E.. Classification: Funerary Object. Medium: Limestone.
3994,Title: Furniture Attachments in Form of Tyt-Amulet and Djed-Pillars. Date: ca. 1539-1292 B.C.E.. Classification: Furniture. Medium: Wood (acacia?).
4051,Title: Kohl Tube Inscribed for Amunhotep III and Queen Tiye. Date: ca. 1390-1353 B.C.E.. Classification: Container. Medium: Faience.
4093,Title: Ring of Ramesses IV. Date: ca. 1152-1145 B.C.E.. Classification: Jewelry. Medium: Silver.
4095,Title: Hoop. Date: ca. 1539-1190 B.C.E.. Classification: Jewelry. Medium: Gold.
4131,Title: Isis-knot Amulet. Date: ca. 1539-1190 B.C.E.. Classification: Accessory. Medium: Jasper.
4169,"Title: Ramesside Mummy Board. Date: ca. 1295-1185 B.C.E.. Classification: Funerary Object. Medium: Wood, gesso, pigment."
4197,"Title: Cat Mummy. Date: 750-400 B.C.E.. Classification: Remains, Animal. Medium: Animal remains, linen, pigment."
4256,Title: Royal Statues in Procession. Date: ca. 1478-1458 B.C.E.. Classification: Sculpture. Medium: Limestone.
4275,"Title: Garment Hook. Date: 475-221 B.C.E.. Classification: Accessories. Medium: Bronze, inlaid with turquoise, silver, and gold."
4324,Title: Pillow with Incised Decoration. Date: 960-1279 C.E.. Classification: Ceramic. Medium: Stoneware with slip and lead glaze.
4377,Title: The Doge's Palace (Le Palais ducal). Date: 1908. Artist: Claude Monet. Classification: Painting. Medium: Oil on canvas.
4654,Title: Portrait of James McNeill Whistler. Date: 1897. Artist: Giovanni Boldini. Classification: Painting. Medium: Oil on canvas.
4734,Title: Isolated Rock (Le Rocher isolé). Date: ca. 1862. Artist: Gustave Courbet. Classification: Painting. Medium: Oil on canvas.
4930,"Title: Molded Tile. Date: second half of 19th century. Classification: Tiles. Medium: Ceramic; fritware, painted in black, cobalt blue, turquoise, manganese purple, pink, and yellow under a transparent glaze."
5001,Title: The Seine and the Railroad Bridge at Argenteuil (La Seine et le pont du chemin de fer d'Argenteuil). Date: 1885 or 1887. Artist: Gustave Caillebotte. Classification: Painting. Medium: Oil on canvas.
20184,Title: Vessel with Buddhist Symbols. Date: 1736-1795. Classification: Vessel. Medium: Cloisonne enamel on copper alloy.
20217,Title: Buddhist Ritual Object in Form of a Canopy on Lotus Base. Date: 1736-1795. Classification: Ceremonial. Medium: Cloisonne enamel on copper alloy.
20375,Title: Gourds. Date: 1908. Artist: John Singer Sargent. Classification: Watercolor. Medium: Opaque and translucent watercolor with graphite underdrawing.
34433,Title: Plate. Date: 1723-1735. Classification: Vessel. Medium: Porcelain with overglaze enamel decoration.
63459,"Title: Knife Sheath. Date: early 19th century. Culture: Eastern, Sioux. Classification: Arms and Armor. Medium: Rawhide, buckskin, porcupine quills, tin, sinew, thread."
63521,"Title: Inlaid Pipe Bowl with Two Faces. Date: early 19th century. Culture: Sisseton, Sioux. Classification: Ceremonial. Medium: Catlinite (pipestone), lead."
76484,Title: Ceremonial Hacha in the Form of a Monkey's Head. Date: 700-900. Culture: Classic Veracruz. Classification: Sculpture. Medium: Stone.
81660,"Title: Figure (Kareau). Date: 19th century. Classification: Sculpture. Medium: Wood, shell, pigment."
85929,"Title: Effigy Plummet, Form of Turtle Head or Bird. Date: 200-500 C.E.. Culture: Woodlands, Deptford culture. Classification: Tool. Medium: Stone."
99294,Title: Ritual Wine Vessel (Guang). Date: 13th-11th century B.C.E.. Classification: Vessel. Medium: Bronze.
100148,"Title: Stool (Tabouret). Date: ca. 1923. Maker: Pierre Legrain. Classification: Furniture. Medium: Wood, shagreen (likely ray skin), laquer, gilding."
100541,"Title: Kaemwaset Kneeling with an Emblem of Hathor. Date: ca. 1400-1390 B.C.E.. Classification: Sculpture. Medium: Granite, pigment."
115953,"Title: Mirror Case. Date: AH 1165 / 1751 C.E.. Artist: 'Ali Ashraf. Classification: Container. Medium: Ink, opaque watercolor, and gold on papier mâché under a lacquered varnish; silvered glass."
117028,"Title: Statue of Osiris. Date: 664-525 B.C.E., or later. Classification: Sculpture. Medium: Bronze."
